NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
3,Unidade da Federação,,,...,630,Número de empresas,2017,2017,42,Santa Catarina,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2017,2017,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2017,2017,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2017,2017,51,Mato Grosso,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2017,2017,52,Goiás,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2017,2017,53,Distrito Federal,104029,Total
1,Brasil,,,...,630,Número de empresas,2018,2018,1,Brasil,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,11,Rondônia,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,12,Acre,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,13,Amazonas,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,14,Roraima,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,15,Pará,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,16,Amapá,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,17,Tocantins,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,21,Maranhão,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,22,Piauí,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,23,Ceará,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,25,Paraíba,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,26,Pernambuco,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,27,Alagoas,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,28,Sergipe,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,29,Bahia,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,31,Minas Gerais,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,32,Espírito Santo,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,35,São Paulo,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,41,Paraná,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,42,Santa Catarina,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,51,Mato Grosso,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,52,Goiás,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2018,2018,53,Distrito Federal,104029,Total
1,Brasil,,,...,630,Número de empresas,2019,2019,1,Brasil,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,11,Rondônia,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,12,Acre,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,13,Amazonas,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,14,Roraima,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,15,Pará,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,16,Amapá,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,17,Tocantins,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,21,Maranhão,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,22,Piauí,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,23,Ceará,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,25,Paraíba,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,26,Pernambuco,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,27,Alagoas,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,28,Sergipe,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,29,Bahia,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,31,Minas Gerais,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,32,Espírito Santo,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,35,São Paulo,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,41,Paraná,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,42,Santa Catarina,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,51,Mato Grosso,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,52,Goiás,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2019,2019,53,Distrito Federal,104029,Total
1,Brasil,,,...,630,Número de empresas,2020,2020,1,Brasil,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,11,Rondônia,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,12,Acre,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,13,Amazonas,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,14,Roraima,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,15,Pará,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,16,Amapá,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,17,Tocantins,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,21,Maranhão,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,22,Piauí,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,23,Ceará,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,25,Paraíba,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,26,Pernambuco,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,27,Alagoas,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,28,Sergipe,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,29,Bahia,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,31,Minas Gerais,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,32,Espírito Santo,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,35,São Paulo,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,41,Paraná,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,42,Santa Catarina,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,51,Mato Grosso,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,52,Goiás,104029,Total
3,Unidade da Federação,,,...,630,Número de empresas,2020,2020,53,Distrito Federal,104029,Total
1,Brasil,2,Percentual,100.00,1000630,Número de empresas - percentual do total geral,2007,2007,1,Brasil,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,11,Rondônia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,12,Acre,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,13,Amazonas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,14,Roraima,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,15,Pará,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,16,Amapá,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,17,Tocantins,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,21,Maranhão,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,22,Piauí,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,23,Ceará,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,25,Paraíba,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,26,Pernambuco,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,27,Alagoas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,28,Sergipe,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,29,Bahia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,31,Minas Gerais,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,32,Espírito Santo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,35,São Paulo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,41,Paraná,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,42,Santa Catarina,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,51,Mato Grosso,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,52,Goiás,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2007,2007,53,Distrito Federal,104029,Total
1,Brasil,2,Percentual,100.00,1000630,Número de empresas - percentual do total geral,2008,2008,1,Brasil,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,11,Rondônia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,12,Acre,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,13,Amazonas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,14,Roraima,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,15,Pará,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,16,Amapá,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,17,Tocantins,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,21,Maranhão,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,22,Piauí,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,23,Ceará,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,25,Paraíba,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,26,Pernambuco,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,27,Alagoas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,28,Sergipe,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,29,Bahia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,31,Minas Gerais,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,32,Espírito Santo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,35,São Paulo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,41,Paraná,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,42,Santa Catarina,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,51,Mato Grosso,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,52,Goiás,104029,Total
3,Unidade da Federação,2,Percentual,-,1000630,Número de empresas - percentual do total geral,2008,2008,53,Distrito Federal,104029,Total
1,Brasil,,,...,1000630,Número de empresas - percentual do total geral,2009,2009,1,Brasil,104029,Total
3,Unidade da Federação,,,...,1000630,Número de empresas - percentual do total geral,2009,2009,11,Rondônia,104029,Total
3,Unidade da Federação,,,...,1000630,Número de empresas - percentual do total geral,2009,2009,12,Acre,104029,Total
3,Unidade da Federação,,,...,1000630,Número de empresas - percentual do total geral,2009,2009,13,Amazonas,104029,Total
3,Unidade da Federação,,,...,1000630,Número de empresas - percentual do total geral,2009,2009,14,Roraima,104029,Total
3,Unidade da Federação,,,...,1000630,Número de empresas - percentual do total geral,2009,2009,15,Pará,104029,Total
3,Unidade da Federação,,,...,1000630,Número de empresas - percentual do total geral,2009,2009,16,Amapá,104029,Total
3,Unidade da Federação,,,...,1000630,Número de empresas - percentual do total geral,2009,2009,17,Tocantins,104029,Total
3,Unidade da Federação,,,...,1000630,Número de empresas - percentual do total geral,2009,2009,21,Maranhão,104029,Total
